id_player,FullName,status,Club,position,opponent_team,gameweek_points,minutes,gameweek_goals, gameweek_assists, gameweek_clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,gameweek_yellow_cards,gameweek_red_cards,gameweek_saves,bonus,value,total_points,total_assists,total_clean_sheets,total_yellow_cards,total_red_cards,total_saves,total_goals
517,Thomas Strakosha,a,Brentford,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
517,Thomas Strakosha,a,Brentford,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
633,Matthew Cox,a,Brentford,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
102,Jason Steele,a,Brighton,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,4,6,90,0,0,1,0,0,0,0,0,0,2,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,3,1,90,0,0,0,2,0,0,0,0,0,2,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,18,10,90,0,0,1,0,0,0,0,0,0,3,3,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,6,4,90,0,1,0,3,0,0,0,0,0,2,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,14,6,90,0,0,1,0,0,0,0,1,0,3,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,15,1,90,0,0,0,2,0,0,0,0,0,1,0,39,28,1,3,1,0,13,0,
102,Jason Steele,a,Brighton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,1,3,1,0,13,0,
113,Robert "Sánchez",a,Brighton,GKP,11,4,90,0,0,0,1,0,0,0,0,0,5,1,45,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,9,6,90,0,0,1,0,0,0,0,0,0,1,0,45,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,10,8,90,0,0,1,0,0,0,0,0,0,3,1,45,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,12,8,90,0,0,1,0,0,0,0,0,0,2,2,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,18,1,90,0,0,0,2,0,0,0,0,0,2,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,4,1,90,0,0,0,2,0,0,0,0,0,2,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,16,2,90,0,0,0,3,0,0,0,0,0,5,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,13,2,90,0,0,0,1,0,0,0,0,0,2,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,6,1,90,0,0,0,2,0,0,0,0,0,0,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,20,6,90,0,0,1,0,0,0,0,0,0,0,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,2,1,90,0,0,0,3,0,0,0,0,0,1,0,47,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,17,5,90,0,0,0,1,0,0,0,0,0,7,1,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,1,2,90,0,0,0,2,0,0,0,0,0,3,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,8,1,90,0,0,0,2,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,12,9,90,0,0,0,1,0,1,0,1,0,3,2,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,10,1,90,0,0,0,4,0,0,0,0,0,3,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,3,3,90,0,0,0,1,0,0,0,0,0,3,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,7,7,90,0,0,1,0,0,0,0,0,0,2,1,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,9,1,90,0,0,0,2,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,19,8,90,0,0,1,0,0,0,0,0,0,2,2,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,11,2,90,0,0,0,1,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,7,2,90,0,0,0,1,0,0,0,0,0,1,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,82,0,6,2,0,48,0,
113,Robert "Sánchez",a,Brighton,GKP,19,1,90,0,0,0,1,0,0,0,1,0,1,0,45,82,0,6,2,0,48,0,
254,Danny Ward,a,Leicester,GKP,4,1,90,0,0,0,2,0,0,0,0,0,1,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,1,1,90,0,0,0,4,0,0,0,0,0,4,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,17,1,90,0,0,0,2,0,0,0,0,0,1,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,6,1,90,0,0,0,2,0,0,0,0,0,1,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,14,2,90,0,0,0,1,0,0,0,0,0,1,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,5,2,90,0,0,0,5,0,0,0,0,0,7,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,18,0,90,0,0,0,6,0,0,0,0,0,5,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,16,8,90,0,0,1,0,0,0,0,0,0,3,1,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,3,1,90,0,0,0,2,0,0,0,0,0,2,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,7,6,90,0,0,1,0,0,0,0,0,0,1,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,11,9,90,0,0,1,0,0,0,0,0,0,2,3,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,20,8,90,0,0,1,0,0,0,0,0,0,5,1,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,13,3,90,0,0,0,1,0,0,0,0,0,4,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,8,6,90,0,0,1,0,0,0,0,0,0,2,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,19,11,90,0,0,1,0,0,0,0,0,0,6,3,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,15,1,90,0,0,0,3,0,0,0,0,0,2,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,12,3,90,0,0,0,2,0,0,0,0,0,5,1,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,9,2,90,0,0,0,1,0,0,0,0,0,1,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,16,2,90,0,0,0,2,0,0,0,0,0,3,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,5,1,90,0,0,0,2,0,0,0,0,0,2,0,41,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,2,2,90,0,0,0,2,0,0,0,0,0,3,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,18,3,90,0,0,0,1,0,0,0,0,0,3,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,14,2,90,0,0,0,3,0,0,0,0,0,5,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,1,2,90,0,0,0,1,0,0,0,0,0,1,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,17,11,90,0,0,0,1,0,1,0,0,0,4,3,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,6,2,90,0,0,0,3,0,0,0,0,0,3,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,0,6,0,0,77,0,
254,Danny Ward,a,Leicester,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,0,6,0,0,77,0,
756,Tom McGill,a,Brighton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
382,Brice Samba,u,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
627,Eldin Jakupovic,u,Everton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,20,2,90,0,0,0,1,0,0,0,0,0,2,0,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,2,6,90,0,0,1,0,0,0,0,0,0,2,0,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,4,10,90,0,0,1,0,0,0,0,0,0,7,2,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,14,8,90,0,0,1,0,0,0,0,0,0,5,1,44,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,5,3,90,0,0,0,1,0,0,0,0,0,5,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,1,0,45,0,0,0,3,0,0,0,0,0,1,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,16,9,90,0,0,1,0,0,0,0,0,0,4,2,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,13,3,90,0,0,0,1,0,0,0,0,0,4,0,45,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,9,2,90,0,0,0,1,0,0,0,0,0,2,0,46,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,7,1,90,0,0,0,2,0,0,0,0,0,1,0,46,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,12,10,90,0,0,1,0,0,0,0,0,0,5,3,46,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,9,9,90,0,0,1,0,0,0,0,0,0,3,2,46,105,0,9,1,0,73,0,
133,Kepa Arrizabalaga,a,Chelsea,GKP,19,10,90,0,0,1,0,0,0,0,0,0,4,3,46,105,0,9,1,0,73,0,
