id_player,FullName,status,Club,position,opponent_team,gameweek_points,minutes,gameweek_goals, gameweek_assists, gameweek_clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,gameweek_yellow_cards,gameweek_red_cards,gameweek_saves,bonus,value,total_points,total_assists,total_clean_sheets,total_yellow_cards,total_red_cards,total_saves,total_goals
557,Jackson Smith,u,Wolves,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
557,Jackson Smith,u,Wolves,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,
348,Tom Heaton,i,Man Utd,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
615,Matej "Kovár",u,Man Utd,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
626,Loris Karius,a,Newcastle,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,17,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,10,2,90,0,0,0,3,0,0,0,0,0,5,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,7,2,90,0,0,0,1,0,0,0,0,0,2,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
518,Wayne Hennessey,a,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,7,0,
675,Jordan Smith,u,Nott'm Forest,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
675,Jordan Smith,u,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
729,Keylor Navas,a,Nott'm Forest,GKP,11,9,90,0,0,1,0,0,0,0,0,0,4,2,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,9,1,90,0,0,0,2,0,0,0,0,0,1,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,13,4,90,0,0,0,1,0,0,0,0,0,5,1,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,19,0,90,0,0,0,4,0,0,0,0,0,1,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,8,1,90,0,0,0,2,0,0,0,0,0,1,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,18,2,90,0,0,0,3,0,0,0,0,0,4,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,15,0,90,0,0,0,2,0,0,0,1,0,2,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,20,2,90,0,0,0,1,0,0,0,0,0,0,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,11,2,90,0,0,0,2,0,0,0,0,0,4,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,2,1,90,0,0,0,2,0,0,0,0,0,1,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,14,2,90,0,0,0,2,0,0,0,0,0,5,0,45,25,0,1,1,0,30,0,
729,Keylor Navas,a,Nott'm Forest,GKP,12,1,90,0,0,0,3,0,0,0,0,0,2,0,45,25,0,1,1,0,30,0,
749,George Shelvey,a,Nott'm Forest,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
749,George Shelvey,a,Nott'm Forest,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,15,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,16,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,18,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
401,Alex McCarthy,a,Southampton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
421,Mateusz Lis,u,Southampton,GKP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
