,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty,pulse_id
256,2293071,27,TRUE,TRUE,262,2023-03-11T17:30:00Z,90,FALSE,TRUE,13,1,7,0,5,2,75172
257,2293073,27,TRUE,TRUE,264,2023-03-12T14:00:00Z,90,FALSE,TRUE,1,3,9,0,4,2,75174
258,2293076,27,TRUE,TRUE,267,2023-03-12T14:00:00Z,90,FALSE,TRUE,17,0,14,0,2,4,75177
259,2293079,27,TRUE,TRUE,270,2023-03-12T14:00:00Z,90,FALSE,TRUE,2,1,19,1,2,3,75180
260,2293077,27,TRUE,TRUE,268,2023-03-12T16:30:00Z,90,FALSE,TRUE,20,1,15,2,2,4,75178
261,2292882,27,TRUE,TRUE,73,2023-03-15T19:30:00Z,90,FALSE,TRUE,7,0,5,1,2,3,74983
262,2292878,27,TRUE,TRUE,69,2023-03-15T19:30:00Z,90,FALSE,TRUE,4,2,17,0,3,2,74979
263,2293087,28,TRUE,TRUE,278,2023-03-17T20:00:00Z,90,FALSE,TRUE,15,2,16,1,3,2,75188
264,2293081,28,TRUE,TRUE,272,2023-03-18T15:00:00Z,90,FALSE,TRUE,3,0,2,3,2,2,75182
265,2293082,28,TRUE,TRUE,273,2023-03-18T15:00:00Z,90,FALSE,TRUE,10,1,4,1,3,3,75183
266,2293088,28,TRUE,TRUE,279,2023-03-18T15:00:00Z,90,FALSE,TRUE,18,3,17,3,3,2,75189
267,2293089,28,TRUE,TRUE,280,2023-03-18T15:00:00Z,90,FALSE,TRUE,11,4,20,2,2,2,75190
268,2293084,28,TRUE,TRUE,275,2023-03-18T17:30:00Z,90,FALSE,TRUE,8,2,6,2,2,4,75185
269,2293080,28,TRUE,TRUE,271,2023-03-19T14:00:00Z,90,FALSE,TRUE,7,1,1,4,2,4,75181
270,2293096,29,TRUE,TRUE,287,2023-04-01T11:30:00Z,90,FALSE,TRUE,12,1,13,4,4,5,75197
271,2293091,29,TRUE,TRUE,281,2023-04-01T14:00:00Z,90,FALSE,TRUE,11,1,1,4,2,4,75191
272,2293090,29,TRUE,TRUE,282,2023-04-01T14:00:00Z,90,FALSE,TRUE,9,1,3,2,2,2,75192
273,2293092,29,TRUE,TRUE,283,2023-04-01T14:00:00Z,90,FALSE,TRUE,4,3,5,3,3,3,75193
274,2293094,29,TRUE,TRUE,285,2023-04-01T14:00:00Z,90,FALSE,TRUE,10,1,7,2,3,2,75195
275,2293098,29,TRUE,TRUE,289,2023-04-01T14:00:00Z,90,FALSE,TRUE,20,1,16,1,2,2,75199
276,2293093,29,TRUE,TRUE,284,2023-04-01T16:30:00Z,90,FALSE,TRUE,2,2,6,0,2,4,75194
277,2293099,29,TRUE,TRUE,290,2023-04-02T13:00:00Z,90,FALSE,TRUE,17,0,19,1,2,3,75200
278,2293097,29,TRUE,TRUE,288,2023-04-02T15:30:00Z,90,FALSE,TRUE,14,0,15,2,3,4,75198
279,2293095,29,TRUE,TRUE,286,2023-04-03T19:00:00Z,90,FALSE,TRUE,18,1,8,1,3,2,75196
280,2292870,29,TRUE,TRUE,62,2023-04-04T18:45:00Z,90,FALSE,TRUE,5,2,3,0,3,2,74972
281,2292874,29,TRUE,TRUE,65,2023-04-04T18:45:00Z,90,FALSE,TRUE,16,1,11,2,2,2,74975
282,2292875,29,TRUE,TRUE,66,2023-04-04T18:45:00Z,90,FALSE,TRUE,2,2,10,1,2,3,74976
283,2292883,29,TRUE,TRUE,74,2023-04-04T19:00:00Z,90,FALSE,TRUE,12,0,6,0,4,4,74984
284,2293056,29,TRUE,TRUE,247,2023-04-05T19:00:00Z,90,FALSE,TRUE,4,0,14,1,3,4,75157
285,2292879,29,TRUE,TRUE,70,2023-04-05T19:00:00Z,90,FALSE,TRUE,15,5,19,1,3,3,74980
286,2293106,30,TRUE,TRUE,297,2023-04-08T11:30:00Z,90,FALSE,TRUE,8,0,14,2,2,4,75207
287,2293100,30,TRUE,TRUE,291,2023-04-08T14:00:00Z,90,FALSE,TRUE,16,0,2,2,2,2,75201
288,2293101,30,TRUE,TRUE,292,2023-04-08T14:00:00Z,90,FALSE,TRUE,15,2,4,1,3,3,75202
289,2293102,30,TRUE,TRUE,293,2023-04-08T14:00:00Z,90,FALSE,TRUE,19,1,9,0,2,2,75203
290,2293104,30,TRUE,TRUE,295,2023-04-08T14:00:00Z,90,FALSE,TRUE,3,1,10,0,2,3,75205
291,2293108,30,TRUE,TRUE,299,2023-04-08T14:00:00Z,90,FALSE,TRUE,5,1,18,2,3,4,75209
292,2293109,30,TRUE,TRUE,300,2023-04-08T14:00:00Z,90,FALSE,TRUE,6,0,20,1,3,2,75210
293,2293107,30,TRUE,TRUE,298,2023-04-08T16:30:00Z,90,FALSE,TRUE,13,4,17,1,5,2,75208
294,2293103,30,TRUE,TRUE,294,2023-04-09T13:00:00Z,90,FALSE,TRUE,7,5,11,1,2,2,75204
295,2293105,30,TRUE,TRUE,296,2023-04-09T15:30:00Z,90,FALSE,TRUE,1,2,12,2,4,4,75206
296,2293110,31,TRUE,TRUE,301,2023-04-15T11:30:00Z,90,FALSE,TRUE,15,0,2,3,3,2,75211
297,2293111,31,TRUE,TRUE,302,2023-04-15T14:00:00Z,90,FALSE,TRUE,5,2,6,1,3,4,75212
298,2293112,31,TRUE,TRUE,303,2023-04-15T14:00:00Z,90,FALSE,TRUE,9,3,8,1,2,2,75213
299,2293116,31,TRUE,TRUE,307,2023-04-15T14:00:00Z,90,FALSE,TRUE,7,2,17,0,2,2,75217
300,2293119,31,TRUE,TRUE,310,2023-04-15T14:00:00Z,90,FALSE,TRUE,4,0,20,2,3,2,75220
301,2293117,31,TRUE,TRUE,308,2023-04-15T14:15:00Z,90,FALSE,TRUE,3,3,18,2,2,4,75218
302,2293114,31,TRUE,TRUE,305,2023-04-15T16:30:00Z,90,FALSE,TRUE,10,1,13,3,3,5,75215
303,2293118,31,TRUE,TRUE,309,2023-04-16T13:00:00Z,90,FALSE,TRUE,1,2,19,2,4,3,75219
304,2293115,31,TRUE,TRUE,306,2023-04-16T15:30:00Z,90,FALSE,TRUE,14,2,16,0,3,2,75216
305,2293113,31,TRUE,TRUE,304,2023-04-17T19:00:00Z,90,FALSE,TRUE,12,6,11,1,4,2,75214
306,2293121,32,TRUE,TRUE,311,2023-04-21T19:00:00Z,90,FALSE,TRUE,17,3,1,3,2,4,75221
307,2293125,32,TRUE,TRUE,316,2023-04-22T11:30:00Z,90,FALSE,TRUE,11,1,9,2,2,2,75226
308,2293122,32,TRUE,TRUE,313,2023-04-22T14:00:00Z,90,FALSE,TRUE,2,1,4,1,2,3,75223
309,2293124,32,TRUE,TRUE,315,2023-04-22T14:00:00Z,90,FALSE,TRUE,8,0,7,0,2,2,75225
310,2293126,32,TRUE,TRUE,317,2023-04-22T14:00:00Z,90,FALSE,TRUE,20,1,10,2,2,3,75227
311,2293127,32,TRUE,TRUE,318,2023-04-22T14:00:00Z,90,FALSE,TRUE,16,2,12,3,2,4,75228
312,2293120,32,TRUE,TRUE,312,2023-04-23T13:00:00Z,90,FALSE,TRUE,19,4,3,0,2,2,75222
313,2293129,32,TRUE,TRUE,320,2023-04-23T13:00:00Z,90,FALSE,TRUE,18,1,15,6,3,4,75230
314,2293136,33,TRUE,TRUE,327,2023-04-25T18:30:00Z,90,FALSE,TRUE,7,0,20,2,2,2,75237
315,2293130,33,TRUE,TRUE,321,2023-04-25T18:45:00Z,90,FALSE,TRUE,9,0,2,1,2,2,75231
316,2293132,33,TRUE,TRUE,323,2023-04-25T19:00:00Z,90,FALSE,TRUE,10,1,11,1,3,2,75233
317,2293133,33,TRUE,TRUE,324,2023-04-26T18:30:00Z,90,FALSE,TRUE,5,1,16,3,3,2,75234
318,2293137,33,TRUE,TRUE,328,2023-04-26T18:45:00Z,90,FALSE,TRUE,4,2,6,0,3,4,75238
319,2293135,33,TRUE,TRUE,326,2023-04-26T18:45:00Z,90,FALSE,TRUE,12,2,19,1,4,3,75236
320,2293138,33,TRUE,TRUE,329,2023-04-26T19:00:00Z,90,FALSE,TRUE,1,1,13,4,4,5,75239
321,2293131,33,TRUE,TRUE,322,2023-04-27T18:45:00Z,90,FALSE,TRUE,15,4,8,1,3,2,75232
322,2293139,33,TRUE,TRUE,330,2023-04-27T18:45:00Z,90,FALSE,TRUE,3,1,17,0,2,2,75240
323,2293134,33,TRUE,TRUE,325,2023-04-27T19:15:00Z,90,FALSE,TRUE,14,2,18,2,3,4,75235
324,2293144,34,TRUE,TRUE,335,2023-04-29T11:30:00Z,90,FALSE,TRUE,19,3,7,4,2,2,75245
325,2293142,34,TRUE,TRUE,333,2023-04-29T14:00:00Z,90,FALSE,TRUE,16,1,4,2,2,3,75243
326,2293143,34,TRUE,TRUE,334,2023-04-29T14:00:00Z,90,FALSE,TRUE,20,0,5,6,2,3,75244
327,2293140,34,TRUE,TRUE,332,2023-04-30T13:00:00Z,90,FALSE,TRUE,11,1,3,4,2,2,75242
328,2293145,34,TRUE,TRUE,336,2023-04-30T13:00:00Z,90,FALSE,TRUE,13,2,9,1,5,2,75246
329,2293148,34,TRUE,TRUE,339,2023-04-30T13:00:00Z,90,FALSE,TRUE,2,0,14,1,2,4,75249
330,2293149,34,TRUE,TRUE,340,2023-04-30T13:00:00Z,90,FALSE,TRUE,17,1,15,3,2,4,75250
331,2293147,34,TRUE,TRUE,338,2023-04-30T15:30:00Z,90,FALSE,TRUE,18,3,12,4,3,4,75248
332,2293146,34,TRUE,TRUE,337,2023-05-01T19:00:00Z,90,FALSE,TRUE,8,2,10,2,2,3,75247
333,2293141,34,TRUE,TRUE,331,2023-05-02T19:00:00Z,90,FALSE,TRUE,6,1,1,3,3,4,75241
334,2293085,34,TRUE,TRUE,276,2023-05-03T19:00:00Z,90,FALSE,TRUE,9,0,12,1,2,4,75186
335,2293086,34,TRUE,TRUE,277,2023-05-03T19:00:00Z,90,FALSE,TRUE,19,0,13,3,2,5,75187
336,2293083,34,TRUE,TRUE,274,2023-05-04T19:00:00Z,90,FALSE,TRUE,14,0,5,1,3,3,75184
337,2293150,35,TRUE,TRUE,341,2023-05-06T14:00:00Z,90,FALSE,TRUE,6,3,3,1,3,2,75251
338,2293154,35,TRUE,TRUE,345,2023-05-06T14:00:00Z,90,FALSE,TRUE,11,1,13,2,2,5,75255
339,2293157,35,TRUE,TRUE,348,2023-05-06T14:00:00Z,90,FALSE,TRUE,7,0,18,1,2,4,75258
340,2293159,35,TRUE,TRUE,350,2023-05-06T14:00:00Z,90,FALSE,TRUE,2,0,20,1,2,2,75260
341,2293153,35,TRUE,TRUE,344,2023-05-06T16:30:00Z,90,FALSE,TRUE,4,0,12,1,3,4,75254
342,2293155,35,TRUE,TRUE,346,2023-05-07T15:30:00Z,90,FALSE,TRUE,1,2,15,0,4,4,75256
343,2293158,35,TRUE,TRUE,349,2023-05-07T18:00:00Z,90,FALSE,TRUE,14,0,19,1,3,3,75259
344,2293152,35,TRUE,TRUE,343,2023-05-08T14:00:00Z,90,FALSE,TRUE,10,3,9,5,3,2,75253
345,2293151,35,TRUE,TRUE,342,2023-05-08T16:30:00Z,90,FALSE,TRUE,8,5,5,1,2,3,75252
346,2293156,35,TRUE,TRUE,347,2023-05-08T19:00:00Z,90,FALSE,TRUE,17,3,16,4,2,2,75257
347,2293166,36,TRUE,TRUE,357,2023-05-13T11:30:00Z,90,FALSE,TRUE,15,2,11,2,3,2,75267
348,2293161,36,TRUE,TRUE,352,2023-05-13T14:00:00Z,90,FALSE,TRUE,18,1,2,2,3,2,75262
349,2293163,36,TRUE,TRUE,354,2023-05-13T14:00:00Z,90,FALSE,TRUE,16,2,6,2,2,4,75264
350,2293164,36,TRUE,TRUE,355,2023-05-13T14:00:00Z,90,FALSE,TRUE,3,0,7,2,2,2,75265
351,2293168,36,TRUE,TRUE,359,2023-05-13T14:00:00Z,90,FALSE,TRUE,20,0,14,2,2,4,75269
352,2293169,36,TRUE,TRUE,360,2023-05-13T14:00:00Z,90,FALSE,TRUE,9,2,17,0,2,2,75270
353,2293162,36,TRUE,TRUE,353,2023-05-14T13:00:00Z,90,FALSE,TRUE,19,0,4,2,2,3,75263
354,2293165,36,TRUE,TRUE,356,2023-05-14T13:00:00Z,90,FALSE,TRUE,13,3,8,0,5,2,75266
355,2293160,36,TRUE,TRUE,351,2023-05-14T15:30:00Z,90,FALSE,TRUE,5,3,1,0,3,4,75261
356,2293167,36,TRUE,TRUE,358,2023-05-15T19:00:00Z,90,FALSE,TRUE,12,3,10,0,4,3,75268
357,2293057,36,FALSE,FALSE,248,2023-05-18T18:30:00Z,0,FALSE,FALSE,5,,15,,3,4,75158
358,2293177,37,FALSE,FALSE,368,2023-05-20T11:30:00Z,0,FALSE,FALSE,4,,18,,3,4,75278
359,2293170,37,FALSE,FALSE,361,2023-05-20T14:00:00Z,0,FALSE,FALSE,14,,3,,3,2,75271
360,2293172,37,FALSE,FALSE,363,2023-05-20T14:00:00Z,0,FALSE,FALSE,7,,9,,2,2,75273
361,2293173,37,FALSE,FALSE,364,2023-05-20T14:00:00Z,0,FALSE,FALSE,2,,12,,2,4,75274
362,2293179,37,FALSE,FALSE,370,2023-05-20T14:00:00Z,0,FALSE,FALSE,8,,20,,2,2,75280
363,2293176,37,FALSE,FALSE,367,2023-05-20T16:30:00Z,0,FALSE,FALSE,1,,16,,4,2,75277
364,2293178,37,FALSE,FALSE,369,2023-05-21T12:30:00Z,0,FALSE,FALSE,11,,19,,2,3,75279
365,2293171,37,FALSE,FALSE,362,2023-05-21T13:00:00Z,0,FALSE,FALSE,17,,5,,2,3,75272
366,2293174,37,FALSE,FALSE,365,2023-05-21T15:00:00Z,0,FALSE,FALSE,6,,13,,3,5,75275
367,2293175,37,FALSE,FALSE,366,2023-05-22T19:00:00Z,0,FALSE,FALSE,10,,15,,3,4,75276
368,2293123,37,FALSE,FALSE,314,2023-05-24T19:00:00Z,0,FALSE,FALSE,13,,5,,5,3,75224
369,2293128,37,FALSE,FALSE,319,2023-05-25T19:00:00Z,0,FALSE,FALSE,6,,14,,3,4,75229
370,2293180,38,FALSE,FALSE,371,2023-05-28T15:30:00Z,0,FALSE,FALSE,20,,1,,2,4,75281
371,2293181,38,FALSE,FALSE,372,2023-05-28T15:30:00Z,0,FALSE,FALSE,5,,2,,3,2,75282
372,2293182,38,FALSE,FALSE,373,2023-05-28T15:30:00Z,0,FALSE,FALSE,13,,4,,5,3,75283
373,2293183,38,FALSE,FALSE,374,2023-05-28T15:30:00Z,0,FALSE,FALSE,15,,6,,3,4,75284
374,2293184,38,FALSE,FALSE,375,2023-05-28T15:30:00Z,0,FALSE,FALSE,16,,7,,2,2,75285
375,2293185,38,FALSE,FALSE,376,2023-05-28T15:30:00Z,0,FALSE,FALSE,3,,8,,2,2,75286
376,2293186,38,FALSE,FALSE,377,2023-05-28T15:30:00Z,0,FALSE,FALSE,18,,11,,3,2,75287
377,2293187,38,FALSE,FALSE,378,2023-05-28T15:30:00Z,0,FALSE,FALSE,19,,10,,2,3,75288
378,2293188,38,FALSE,FALSE,379,2023-05-28T15:30:00Z,0,FALSE,FALSE,9,,14,,2,4,75289
379,2293189,38,FALSE,FALSE,380,2023-05-28T15:30:00Z,0,FALSE,FALSE,12,,17,,4,2,75290
